,f_name,l_name,gender,face,ssn
477,قنوت,غانم قطامي عمير,F,system_images/Y32239.jpg,٨ ٢   ٢ ٦ ٦   ٤ ٤   ٥ ٤   ٧ ٨   ١ ٧   ٦
478,أريام,وسام مستور فيضي,F,system_images/Y32240.jpg,٢ ٣   ٣ ١ ٢   ٥ ٦   ٦ ٧   ٠ ٥   ٣ ٣   ٧
479,نورس,نديم هادي مظفر,F,system_images/Y32241.jpg,٤ ٤   ٨ ٥ ٦   ٣ ٠   ١ ٩   ٥ ٨   ٤ ٧   ١
480,أنغام,عجرم عبدالباقي حنبل,F,system_images/Y32242.jpg,٥ ٧   ١ ٩ ٩   ١ ٢   ٩ ٠   ٩ ٩   ٢ ٨   ٣
481,لمياء,حجاب بادي شاهد,F,system_images/Y32243.jpg,٩ ٩   ٩ ٥ ٢   ٧ ٦   ٥ ٢   ٦ ٧   ١ ٧   ٩
482,يسرا,شماخ فارس بلال,F,system_images/Y32244.jpg,٠ ٩   ٩ ٩ ٥   ٣ ١   ٠ ٠   ٠ ٢   ٤ ٤   ٨
483,صابرة,طارق فاضل غنيم,F,system_images/Y32245.jpg,٨ ٧   ٨ ٨ ٣   ٣ ١   ٧ ٣   ٨ ٤   ٣ ٠   ١
484,توليب,غياث نادر معلوف,F,system_images/Y32246.jpg,٣ ٣   ١ ٥ ٦   ٣ ٤   ٣ ٤   ٧ ٣   ٧ ٠   ٨
485,جيداء,قيس أرقم حنظلة,F,system_images/Y32247.jpg,٣ ٤   ١ ٧ ٣   ٤ ٧   ٨ ٥   ٤ ٤   ٤ ٠   ٢
486,رفعة,لبيب رائض بشار,F,system_images/Y32248.jpg,٥ ١   ٤ ٢ ٢   ٩ ٥   ١ ٦   ٧ ١   ٤ ٦   ١
487,ردينة,منتظر عبيد أنمار,F,system_images/Y32249.jpg,٠ ٤   ٣ ٨ ٠   ٣ ١   ٣ ٢   ٧ ٥   ٣ ١   ٠
488,رسيمة,عياش نسيب صميم,F,system_images/Y32250.jpg,٥ ١   ٥ ٧ ٢   ٣ ٤   ٤ ٨   ٧ ٧   ٩ ٣   ٣
489,البندري,نبيه غيث مناع,F,system_images/Y32251.jpg,٩ ٠   ٢ ٩ ٨   ٩ ٧   ٣ ١   ٨ ٤   ٣ ٣   ٣
490,رحاب,قطامي سمعون حمدون,F,system_images/Y32252.jpg,٨ ٧   ٦ ٢ ٦   ٤ ٣   ١ ٢   ٤ ٠   ٨ ٨   ٥
491,سجى,يزيد معد إسماعيل,F,system_images/Y32277.jpg,٧ ٤   ٢ ٣ ٨   ٦ ٨   ١ ٧   ٧ ٨   ٢ ٢   ٩
492,لين,خلف نايف ريان,F,system_images/Y32307.jpg,٤ ٢   ٣ ٥ ٢   ١ ٥   ٦ ٠   ٠ ١   ٥ ٠   ٩
493,مسفرة,وهب صافي ساهر,F,system_images/Y32309.jpg,٥ ٥   ٨ ٣ ٢   ٠ ٤   ٧ ١   ٤ ٩   ٩ ٣   ٨
494,حسناء,مهاب عمارة جرير,F,system_images/Y32310.jpg,٧ ٦   ٤ ٦ ٧   ٩ ٦   ٥ ٠   ٣ ٦   ١ ٤   ٩
495,شجن,رشيد عزيز وليد,F,system_images/Y32336.jpg,٢ ٧   ٥ ٢ ٩   ٦ ٤   ٣ ٤   ٤ ٧   ٣ ٦   ٩
496,نجيبة,باسل حسني جواد,F,system_images/Y32339.jpg,٦ ٣   ٧ ٨ ٨   ٩ ٢   ٥ ٢   ٠ ٥   ١ ٩   ٥
497,وجدان,ساري صاعد سلطان,F,system_images/Y32352.jpg,٧ ٦   ٦ ٩ ٦   ٧ ٣   ٧ ٢   ٣ ٤   ١ ١   ١
498,ناهية,رامز مجاور حسن,F,system_images/Y32353.jpg,٤ ٧   ١ ٣ ٦   ٥ ١   ٣ ٦   ١ ٩   ٣ ٧   ٤
499,جوهرة,منصور دحام حسنين,F,system_images/Y32358.jpg,٦ ٦   ٧ ٥ ١   ٥ ٦   ٦ ٥   ٧ ٠   ٠ ٢   ٣
500,عيدة,رياض شوكت حنظلة,F,system_images/Y32395.jpg,١ ٩   ٧ ٥ ٦   ٠ ٧   ٧ ٤   ١ ٦   ٢ ٦   ١
501,بتول,شهاب مصعب شكور,F,system_images/Y32398.jpg,٤ ٦   ٧ ٦ ٠   ٧ ٣   ١ ٨   ٦ ٨   ٠ ٥   ١
502,ديما,عبدالملك شوقي زايد,F,system_images/Y32399.jpg,٧ ٤   ٢ ٧ ٩   ٣ ٩   ٨ ٦   ٩ ٨   ٨ ٥   ٦
503,شموخ,مرسي مسلم تركي,F,system_images/Y32400.jpg,٢ ١   ٤ ٨ ٣   ٥ ٦   ٥ ٣   ٢ ٩   ٧ ٢   ٥
504,إيناس,عز جراح عبودة,F,system_images/Y32401.jpg,٣ ٥   ٥ ٢ ٥   ٦ ٥   ٣ ٥   ١ ٣   ٩ ٦   ٣
505,العنود,فاتح ناجي هشام,F,system_images/Y32402.jpg,٣ ٢   ٤ ٢ ٧   ٩ ٢   ٨ ٦   ٨ ٩   ٣ ٩   ٧
506,راقية,مالك مراد غيث,F,system_images/Y32403.jpg,١ ٦   ٧ ٩ ٧   ٨ ٠   ٣ ٨   ٧ ٥   ٠ ٠   ٦
507,إباء,منتصر ذباح كليم,F,system_images/Y32404.jpg,٨ ٠   ٢ ٦ ٤   ٤ ٢   ٧ ٣   ٥ ٦   ٩ ٤   ٧
508,لوزت,أغلب نصرة صميم,F,system_images/Y32405.jpg,٤ ٠   ١ ٤ ٩   ٤ ٨   ٤ ٧   ٩ ٧   ٥ ٤   ٩
509,مثابة,طارق لبيد سارح,F,system_images/Y32406.jpg,٣ ٤   ٠ ٣ ٢   ٢ ٧   ٦ ٦   ٥ ٥   ٤ ٢   ٦
510,أنغام,عدي راضي براء,F,system_images/Y32419.jpg,٦ ٤   ٨ ٧ ٩   ٩ ٢   ١ ٠   ٥ ٦   ٤ ٨   ٣
511,حصة,هجرس رامز درغام,F,system_images/Y32420.jpg,٦ ٩   ٠ ٣ ٩   ٦ ٢   ٤ ١   ٣ ٧   ٨ ٨   ١
512,دينا,فراس ذبيان هانئ,F,system_images/Y32430.jpg,٠ ٢   ٤ ٧ ٧   ٠ ٨   ٩ ٠   ٢ ٨   ١ ٣   ٦
513,آمنة,جعفر عدوان غياث,F,system_images/Y32446.jpg,٩ ٣   ٨ ٦ ٨   ٦ ٨   ٩ ٧   ٤ ٨   ٩ ٧   ٦
514,هاجر,صابر جبر بشارة,F,system_images/Y32461.jpg,٣ ٤   ٥ ٦ ٨   ٧ ٩   ٧ ٨   ٥ ١   ٥ ٣   ٧
515,أفراح,سادن نصر فهد,F,system_images/Y32463.jpg,٦ ٧   ٣ ٥ ٩   ٠ ٣   ٧ ٢   ٠ ٣   ٤ ٢   ٠
516,اعتدال,محبوب فرناس مرزوق,F,system_images/Y32479.jpg,٦ ٧   ٦ ٢ ٥   ٤ ٣   ٠ ٥   ٥ ١   ٩ ٨   ٧
517,اعتماد,عميد حاشد عبدالهادي,F,system_images/Y32481.jpg,١ ٤   ٣ ٣ ٢   ٥ ٣   ٣ ٤   ٤ ٥   ٦ ٣   ٨
518,رنيم,رويشد صادر عون,F,system_images/Y32532.jpg,٩ ٤   ١ ٠ ٠   ٢ ١   ١ ٨   ٤ ٠   ١ ٤   ٣
519,انبهاج,ثنيان صميم ولاء الدين,F,system_images/Y32536.jpg,٤ ٨   ٢ ٤ ٤   ٦ ٥   ٨ ٤   ٦ ٤   ٧ ٧   ٧
520,ديما,ملهم قدامة ناصف,F,system_images/Y32537.jpg,٧ ٥   ٦ ٤ ٦   ٢ ٤   ٨ ١   ٦ ٦   ٣ ٠   ٥
521,ملهمة,راسم سيف مهدي,F,system_images/Y32538.jpg,٩ ١   ٤ ٦ ٤   ٣ ١   ٣ ٣   ٠ ٩   ٢ ٤   ٩
522,إسعاد,ذاكر سبع قابوس,F,system_images/Y32547.jpg,٢ ١   ٨ ٩ ٤   ٢ ٥   ١ ٨   ٨ ٢   ٠ ٢   ٥
523,إيناس,نائل أيوب أسامة,F,system_images/Y32548.jpg,٨ ٤   ١ ٥ ١   ٧ ٥   ٦ ٦   ٤ ٤   ٢ ٨   ٨
524,سعاد,سميح وليف مغيث,F,system_images/Y32560.jpg,٩ ٥   ٤ ٧ ٧   ٥ ٥   ٢ ٠   ٥ ٣   ٥ ٤   ٢
525,مروى,هريرة عنتر معن,F,system_images/Y32563.jpg,٨ ٩   ٥ ٧ ٣   ٥ ١   ٤ ٥   ٧ ٩   ٤ ٦   ٨
526,ليالي,راسم مطلق علاء الدين,F,system_images/Y32564.jpg,٩ ٨   ١ ٢ ٦   ٠ ٢   ٧ ٩   ٩ ٩   ١ ٤   ٤
527,تغاني,عبدالحليم موفق قصي,F,system_images/Y32565.jpg,٠ ٧   ٦ ٢ ٥   ٤ ٧   ٢ ٠   ٢ ٦   ٥ ٤   ١
528,وفاء,غلاب سارح رماح,F,system_images/Y32581.jpg,١ ٢   ١ ٣ ١   ٤ ٢   ٩ ٦   ٠ ٤   ٥ ٣   ٦
529,نهاد,جدعان تائب نجدة,F,system_images/Y54605.jpg,٢ ٦   ٩ ٣ ٠   ٤ ٥   ٩ ٨   ٨ ١   ٩ ٧   ٢
